Age,Candidate,Constituency_Name,Constituency_No,Constituency_Type,Contested,DelimID,Deposit_Lost,District_Name,ENOP,Electors,Incumbent,Last_Constituency_Name,Last_Party_ID,Margin,Votes,Margin_Percentage,MyNeta_education,N_Cand,No_Terms,Party,Party_ID,Party_Type_TCPD,Poll_No,Position,Recontest,Same_Constituency,Same_Party,Sex,Sub_Region,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Turncoat,Turnout_Percentage,Valid_Votes,Vote_Share_Percentage,Votes,last_poll,pid,username,id,displayname,description,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,profileImageUrl,profileBannerUrl,username,party,district_code
49,Rakesh Pratap Singh,GAURIGANJ,185,GEN,3,4,no,CHHATRAPATHI SHAHUJI MAHARAJ GAR,3.33,350840,TRUE,GAURIGANJ,7425,6963,79040,3.43,10th Pass,9,3,SP,7425,State-based Party,0,1,TRUE,TRUE,TRUE,M,AVADH,Social Work,,,,FALSE,57.82,202856,38.96,79040,TRUE,AEUP104120,rpsmlagauriganj,954589103466586112,Rakesh Pratap Singh,"MLA Gauriganj Sadar, Amethi, U.P. Member of Assembly Estimates Committee U.P.",FALSE,2018-01-20T05:39:12+00:00,9816,31,2872,1653,0,2446,"Gauriganj, India",FALSE,https://pbs.twimg.com/profile_images/1480037409236549632/vT7S0iAQ_normal.jpg,https://pbs.twimg.com/profile_banners/954589103466586112/1518490088,rpsmlagauriganj,sp,AMT
51,Chandra Prakash Mishra Matiyari,GAURIGANJ,185,GEN,1,4,no,CHHATRAPATHI SHAHUJI MAHARAJ GAR,3.33,350840,FALSE,,,43113,72077,21.25,Graduate Professional,9,0,BJP,1605,National Party,0,2,FALSE,,,M,AVADH,Politics,Ex MLA,,,FALSE,57.82,202856,35.53,72077,TRUE,AEUP2027090,Matiyari_MLA,565412780,Chandra Prakash Mishra'Matiyari',"सदस्य प्रदेश परिषद @bjp4up.
MLA,Gauriganj,Amethi(2007-2012).
Delhi College of Engineering Alumnus.
Vice President- World Book of Records (London).",FALSE,2012-04-28T12:44:25+00:00,5369,2130,20657,32338,1,1027,Amethi / Lucknow,FALSE,https://pbs.twimg.com/profile_images/1460198468366921728/GQl_WYrl_normal.jpg,https://pbs.twimg.com/profile_banners/565412780/1637149177,Matiyari_MLA,bjp,AMT
46,SANTOSH PANDEY,LAMBHUA,190,GEN,3,4,no,SULTANPUR,3.23,371123,FALSE,LAMBHUA,7425,31347,73466,14.87,Graduate,11,1,SP,7425,State-based Party,0,2,TRUE,TRUE,TRUE,M,AVADH,Retired or Pension,,Social Work,,FALSE,56.81,210835,34.85,73466,TRUE,AEUP104205,Santoshpandemla,3426605599,Santosh Pandey,"MLA Lambhua 2012-2017,

(संस्थापक)
चिरंजीवी भगवान परशुराम चेतना पीठ",FALSE,2015-09-02T14:13:52+00:00,6618,96,1579,2425,0,765,"Sultanpur, India",FALSE,https://pbs.twimg.com/profile_images/1302853498309017601/NwJkLTyn_normal.jpg,https://pbs.twimg.com/profile_banners/3426605599/1628615726,Santoshpandemla,sp,SUL
54,SARVESH AMBEDKAR,KAIMGANJ,192,SC,1,4,no,FARRUKHABAD,2.5,392756,FALSE,,,77966,96409,32.32,12th Pass,7,0,SP,7425,State-based Party,0,2,FALSE,,,M,DOAB,Agriculture,,Social Work,,FALSE,61.42,241231,39.97,96409,TRUE,AEUP2026105,sarveshambedkar,1258218307,Sarvesh Ambedkar,सदस्य राज्य कमेटी समाजवादी पार्टी उ.प्र.,FALSE,2013-03-10T23:55:42+00:00,984,398,533,278,0,279,Kannauj Lucknow India,FALSE,https://pbs.twimg.com/profile_images/1271772138827968516/ndHsk1Uo_normal.jpg,https://pbs.twimg.com/profile_banners/1258218307/1534004560,sarveshambedkar,sp,FRK
37,Shubham Tiwari,AMRITPUR,193,GEN,1,4,yes,FARRUKHABAD,2.78,314440,FALSE,,,333,1313,0.18,Graduate Professional,13,0,INC,3482,National Party,0,6,FALSE,,,M,DOAB,Other,,,,FALSE,59.2,186149,0.71,1313,TRUE,AEUP2026118,shubham_tiwari8,866121696,Shubham tiwari,"District president,youth congress
farrukhabad u.p",FALSE,2012-10-07T10:41:16+00:00,232,599,1888,3671,0,194,"farrukhabad u.p ,india",FALSE,https://pbs.twimg.com/profile_images/1437697908199985158/57sdXAN0_normal.jpg,https://pbs.twimg.com/profile_banners/866121696/1634891957,shubham_tiwari8,inc,FRK
56,Major Sunil Dutt Dwivedi,FARRUKHABAD,194,GEN,4,4,no,FARRUKHABAD,2.38,371697,TRUE,FARRUKHABAD,1605,39316,112314,18.84,Graduate Professional,11,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Business,Rent,Politics,MLA,FALSE,56.13,208634,53.83,112314,TRUE,AEUP104248,SunilDuttDwived,1047714761046155270,Major Sunil Dutt Dwivedi,"MLA Farrukhabad, BJP-Uttar Pradesh",TRUE,2018-10-04T05:07:19+00:00,985,29,88,16,0,70,"Lucknow , U.P. , India .",FALSE,https://pbs.twimg.com/profile_images/1047717042663690240/s4I_AgxM_normal.jpg,https://pbs.twimg.com/profile_banners/1047714761046155270/1625395482,SunilDuttDwived,bjp,FRK
62,Archana Pandey,CHHIBRAMAU,196,GEN,3,4,no,KANNAUJ,2.5,464068,TRUE,CHHIBRAMAU,1605,1111,124773,0.39,Post Graduate,14,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,F,DOAB,Salaried Work or Employed,,Social Work,,FALSE,60.68,281597,44.31,124773,TRUE,AEUP102479,marchanapandey,776263858025627649,Archana Pandey,"पूर्व राज्य मंत्री, उत्तर प्रदेश सरकार। विधायक - 196 छिबरामऊ विधानसभा।",TRUE,2016-09-15T03:38:20+00:00,8433,135,4229,1948,4,1909,"Chhibramau, India",FALSE,https://pbs.twimg.com/profile_images/1455088635569524742/myGjUsep_normal.jpg,https://pbs.twimg.com/profile_banners/776263858025627649/1635755193,marchanapandey,bjp,KAN
51,ASIM ARUN,KANNAUJ,198,SC,1,4,no,KANNAUJ,2.56,429349,FALSE,,,6090,120876,2.24,Post Graduate,8,1,BJP,1605,National Party,0,1,FALSE,,,M,DOAB,Other,,,,FALSE,63.22,271435,44.53,120876,TRUE,AEUP2026174,asim_arun,1170638906909310979,Asim Arun,"प्रत्याशी, 198 विधान सभा सदर कन्नौज | लोक सेवक | सदस्य, भारतीय जनता पार्टी | पूर्व भारतीय पुलिस सेवा (IPS).",FALSE,2019-09-08T10:04:21+00:00,11877,79,244,101,4,156,"Kannauj, India",FALSE,https://pbs.twimg.com/profile_images/1487003689525342209/LsccLyRF_normal.jpg,https://pbs.twimg.com/profile_banners/1170638906909310979/1641990229,asim_arun,bjp,KAN
66,SHIVPAL SINGH YADAV,JASWANTNAGAR,199,GEN,7,4,no,ETAWAH,2.13,392433,TRUE,JASWANTNAGAR,7425,90979,159718,35.87,Graduate Professional,7,6,SP,7425,State-based Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Agriculture,,Social Work,,FALSE,64.63,253630,62.97,159718,TRUE,AEUP104327,shivpalsinghyad,1882344126,Shivpal Singh Yadav,"नेता, प्रगतिशील समाजवादी पार्टी (लोहिया), संयोजक सेक्यूलर मोर्चा। सदस्य,विधानसभा,जसवंतनगर,इटावा,उ०प्र।
Leader P.S.P (Lohia), M.L.A, Jaswantnagar,  Etawah,U.P.",TRUE,2013-09-19T08:17:41+00:00,775314,8,4889,256,113,1265,"Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1476257731593990146/1bh8IZU7_normal.jpg,https://pbs.twimg.com/profile_banners/1882344126/1640846553,shivpalsinghyad,sp,ETW
25,Riya Shakya,BIDHUNA,202,GEN,1,4,no,AURAIYA,2.86,365285,FALSE,,,57272,89492,25.08,Graduate,11,0,BJP,1605,National Party,0,2,FALSE,,,F,DOAB,Other,,,,FALSE,62.51,228340,39.19,89492,TRUE,AEUP2026211,riyavinayshakya,1117062112155701248,Riya Shakya,"प्रत्याशी 202, बिधूना विधानसभा",FALSE,2019-04-13T13:48:56+00:00,609,89,143,137,0,108,"Bidhuna, Uttar Pradesh",FALSE,https://pbs.twimg.com/profile_images/1495100542712164352/qpGqT2Pt_normal.jpg,https://pbs.twimg.com/profile_banners/1117062112155701248/1641696739,riyavinayshakya,bjp,AUR
45,Ambrish Singh Gaur,AKBARPUR - RANIYA,206,GEN,1,4,yes,RAMABAI NAGAR,2.86,326545,FALSE,,,455,1646,0.21,Graduate,11,0,INC,3482,National Party,0,4,FALSE,,,M,DOAB,Agriculture,,,,FALSE,64.87,211830,0.78,1646,TRUE,AEUP2026256,AmbrishSinghGa1,1211971703938535426,Ambrish Singh Gaur,"pradesh sachiv- Uttar Pradesh Congress cometi, ex president-kanpur youth congress",FALSE,2019-12-31T11:26:11+00:00,154,111,855,760,0,92,kanpur,FALSE,https://pbs.twimg.com/profile_images/1342449103783915521/TgjTX1DX_normal.jpg,,AmbrishSinghGa1,inc,KND
43,AJIT SINGH PAL,SIKANDRA,207,GEN,1,4,no,RAMABAI NAGAR,3.23,328672,FALSE,,,31567,89461,15.84,Post Graduate,12,1,BJP,1605,National Party,0,1,FALSE,,,M,DOAB,Salaried Work or Employed,Engineer,Politics,MLA,FALSE,60.64,199307,44.89,89461,TRUE,AEUP2026268,AjitSinghPal_,1046985377712680967,Ajit Singh Pal,"State Minister of UP for IT & Electronics Department, Government of Uttar Pradesh ||

MLA, Sikandra Constituency, Kanpur Dehat",TRUE,2018-10-02T04:49:00+00:00,4324,311,2795,2780,2,1011,Lucknow,FALSE,https://pbs.twimg.com/profile_images/1462636061784297473/_SAO1KAO_normal.jpg,https://pbs.twimg.com/profile_banners/1046985377712680967/1637554599,AjitSinghPal_,bjp,KND
25,RACHNA SINGH,BILAUR,209,SC,1,4,no,KANPUR GRAMEEN,2.63,389891,FALSE,,,49317,80743,20.17,12th Pass,10,0,SP,7425,State-based Party,0,2,FALSE,,,F,DOAB,Agriculture,,,,FALSE,62.72,244540,33.02,80743,TRUE,AEUP2026285,RachnaSinghSP,1114127812242235394,Rachna Singh,"सदस्य प्रदेश कार्यकारिणी समाजवादी पार्टी
/(209) बिल्हौर विधानसभा कानपुर /ग्रामीण",FALSE,2019-04-05T11:29:04+00:00,169901,1524,7123,25039,20,3433,"Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1421128978157342726/BnmZOlRS_normal.jpg,https://pbs.twimg.com/profile_banners/1114127812242235394/1633152261,RachnaSinghSP,sp,KNN
57,SURENDRA MAITHANI,GOVIND NAGAR,212,GEN,2,4,no,KANPUR GRAMEEN,2.33,352534,TRUE,GOVIND NAGAR,1605,80896,117501,42.09,Graduate Professional,6,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Salaried Work or Employed,,,,FALSE,54.52,192202,61.13,117501,TRUE,AEUP2029316,SurendraMaithan,2816258900,Surendra Maithani,"Official A/c of Surendra Maithani,
Member of the Legislative Assembly
212-Govindnagar Legislative Assembly, Kanpur
and ExPresident, BJP Kanpur Mahanagar (N)",TRUE,2014-09-18T03:47:55+00:00,9136,1166,6626,648,6,2336,"Kanpur, India",FALSE,https://pbs.twimg.com/profile_images/1455083293582397442/kAgWmUw6_normal.jpg,https://pbs.twimg.com/profile_banners/2816258900/1616490399,SurendraMaithan,bjp,KNN
27,KARISHMA THAKUR,GOVIND NAGAR,212,GEN,2,4,yes,KANPUR GRAMEEN,2.33,352534,FALSE,GOVIND NAGAR,3482,17934,26267,9.33,Graduate,6,0,INC,3482,National Party,0,3,TRUE,TRUE,TRUE,F,DOAB,Education,Home Teacher or Tuition,,,FALSE,54.52,192202,13.67,26267,TRUE,AEUP2029317,karishmainc,2936887170,Karishma Thakur,"State President Mahila Congress UP (Bundelkhand)
Former Assembly Candidate Govind Nagar,
National Gen. Secratry NSUI,
Former Gen Secretary DUSU",FALSE,2014-12-20T09:37:00+00:00,12989,187,2801,4096,9,591,Govind Nagar Kanpur,FALSE,https://pbs.twimg.com/profile_images/1451164400941879300/6rhiWplD_normal.jpg,https://pbs.twimg.com/profile_banners/2936887170/1569672146,karishmainc,inc,KNN
58,ASHOK KUMAR KALIYA,GOVIND NAGAR,212,GEN,1,4,yes,KANPUR GRAMEEN,2.33,352534,FALSE,,,6192,8333,3.22,10th Pass,6,0,BSP,16651,State-based Party,0,4,FALSE,,,M,DOAB,Agriculture,,,,FALSE,54.52,192202,4.34,8333,TRUE,AEUP2026309,ashok_kaliya,1093362900994011137,Ashok Kumar Kaliya,"Farmer State Minister/ Chairman Rajy Safai karmchari Aayog U.P Government
                Bahujan Samaj Party 
               Jai Bheem Jai Bharat Jai Samvidhan",FALSE,2019-02-07T04:16:44+00:00,777,77,5854,45256,1,1496,"Kanpur, India",FALSE,https://pbs.twimg.com/profile_images/1363193739749904386/1fTjEgeK_normal.jpg,,ashok_kaliya,bsp,KNN
66,SALIL VISHNOI,SISAMAU,213,GEN,5,4,no,KANPUR NAGAR,2.27,274629,FALSE,ARYANAGAR,1605,61281,66897,39.23,Graduate Professional,8,3,BJP,1605,National Party,0,2,TRUE,FALSE,TRUE,M,DOAB,Other,,,,FALSE,56.88,156209,42.83,66897,TRUE,AEUP104495,VishnoiSalil,2676362846,Salil Vishnoi,"विधायक, प्रदेश-उपाध्यक्ष,भारतीय जनता पार्टी, उत्तर प्रदेश",TRUE,2014-07-24T09:37:39+00:00,7400,57,3935,14935,14,2072,"Kanpur, India",FALSE,https://pbs.twimg.com/profile_images/1301758463966552065/5b2QLXJn_normal.jpg,https://pbs.twimg.com/profile_banners/2676362846/1611581297,VishnoiSalil,bjp,KNN
48,AMITABH BAJPAI,ARYANAGAR,214,GEN,3,4,no,KANPUR NAGAR,2.13,299643,TRUE,ARYANAGAR,7425,7924,76897,5.21,Post Graduate,7,2,SP,7425,State-based Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Business,,,,FALSE,50.76,152099,50.56,76897,TRUE,AEUP102685,AmitabhBajpai,400679689,Amitabh Bajpai,"MLA Arya Nagar Kanpur
Samajwadi party",FALSE,2011-10-29T12:13:13+00:00,2142,127,567,246,1,85,Kanpur India,FALSE,https://pbs.twimg.com/profile_images/1039843689210687488/fTqbVZWq_normal.jpg,https://pbs.twimg.com/profile_banners/400679689/1611470652,AmitabhBajpai,sp,KNN
57,SURESH AWASTHI,ARYANAGAR,214,GEN,2,4,no,KANPUR NAGAR,2.13,299643,FALSE,SISAMAU,1605,65664,68973,43.17,Post Graduate,7,0,BJP,1605,National Party,0,2,TRUE,FALSE,TRUE,M,DOAB,Business,,,,FALSE,50.76,152099,45.35,68973,TRUE,AEUP104486,Suresh_awasthi1,1100310417069371392,Suresh Awasthi,"भारतीय जनता पार्टी
                                          प्रत्याशी 214-आर्यनगर विधानसभा",FALSE,2019-02-26T08:23:40+00:00,431,105,906,2043,0,100,"Kanpur, India",FALSE,https://pbs.twimg.com/profile_images/1484520228562243585/FZOWZ51a_normal.jpg,https://pbs.twimg.com/profile_banners/1100310417069371392/1572003121,Suresh_awasthi1,bjp,KNN
56,AJAY KAPOOR,KIDWAI NAGAR,215,GEN,7,4,no,KANPUR NAGAR,2.22,346598,FALSE,KIDWAI NAGAR,3482,67954,76351,32.98,Graduate,10,3,INC,3482,National Party,0,2,TRUE,TRUE,TRUE,M,DOAB,Other,,,,FALSE,59.44,206018,37.06,76351,TRUE,AEUP102695,ajaykapoor_inc,940097953649238021,Ajay Kapoor,"National Secretary, AICC  || IN-CHARGE BIHAR ||EX. MLA Kanpur UP || Indian National Congress ।Views are personal & RT ≠ endorsement | Account Managed by Team",TRUE,2017-12-11T05:56:33+00:00,12043,26,3843,1197,7,3393,"Kanpur, India",FALSE,https://pbs.twimg.com/profile_images/1467818573175296001/3NZjd2st_normal.jpg,https://pbs.twimg.com/profile_banners/940097953649238021/1632926043,ajaykapoor_inc,inc,KNN
59,RAGHUNANDAN SINGH BHADAURIYA,KANPUR CANTONMENT,216,GEN,3,4,no,KANPUR NAGAR,2.44,362733,FALSE,KANPUR CANTONMENT,1605,61463,74742,32.44,Post Graduate,12,1,BJP,1605,National Party,0,2,TRUE,TRUE,TRUE,M,DOAB,Business,,Retired or Pension,,FALSE,52.24,189492,39.44,74742,TRUE,AEUP104513,BJPRAGHUNANDAN1,2294337139,RAGHUNANDAN SINGH BHADAURIYA,पूर्व विधायक छावनी विधानसभा (भाजपा),FALSE,2014-01-16T11:56:30+00:00,1730,1200,6244,1350,1,991,"Kanpur, India",FALSE,https://pbs.twimg.com/profile_images/1481578473512595456/EySsKuRe_normal.jpg,https://pbs.twimg.com/profile_banners/2294337139/1643901562,BJPRAGHUNANDAN1,bjp,KNN
61,Satish Mahana,MAHARAJPUR,217,GEN,8,4,no,KANPUR NAGAR,2.22,444749,TRUE,MAHARAJPUR,1605,82261,152883,32.61,Graduate,13,8,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Politics,Party Worker,Social Work,,FALSE,56.72,252262,60.6,152883,TRUE,AEUP104527,Satishmahanaup,850232486734974976,Satish Mahana,l Cabinet Minister | Department of Infrastructure & Industrial Development | @UPGovt l Maharajpur assembly constituency l,TRUE,2017-04-07T06:23:16+00:00,124107,562,6524,8692,98,1949,"Lucknow, India",FALSE,https://pbs.twimg.com/profile_images/1176002175996067841/NU6dn_7J_normal.jpg,https://pbs.twimg.com/profile_banners/850232486734974976/1531227992,Satishmahanaup,bjp,KNN
38,Yashpal Singh Yadav,BABINA,222,GEN,10,4,no,JHANSI,2.7,332574,FALSE,BABINA,7425,43274,73814,18.44,Post Graduate,11,2,SP,7425,State-based Party,0,2,TRUE,TRUE,TRUE,M,BUNDELKHAND,Other,,,,FALSE,70.55,234631,31.46,73814,TRUE,AEUP128486,yashpal4all,1251819577316569094,Yashpal Singh Yadav,A qualified engineer. MBA and PG management by education.  An Industrialist by profession and a politician by passion.,FALSE,2020-04-19T10:27:21+00:00,1084,19,308,397,1,276,Jhansi/ Delhi,FALSE,https://pbs.twimg.com/profile_images/1435972212943507472/NvaeXUbG_normal.jpg,https://pbs.twimg.com/profile_banners/1251819577316569094/1630761934,yashpal4all,sp,JHA
48,Rahul Richhariya,JHANSI NAGAR,223,GEN,1,4,yes,JHANSI,2.38,424149,FALSE,,,6516,8841,2.58,Post Graduate,10,0,INC,3482,National Party,0,4,FALSE,,,M,BUNDELKHAND,Business,Rent,Salaried Work or Employed,,FALSE,59.6,252793,3.5,8841,TRUE,AEUP2026429,rrichhariya3,1088022145169481728,Rahul Richhariya,"General secretary @INCUttarPradesh | 
Member All India Congress committee |   President Pragatisds.com NGO |  
RTs are not Endorsement",FALSE,2019-01-23T10:34:28+00:00,1120,402,2451,2460,3,1064,"Jhansi, India",FALSE,https://pbs.twimg.com/profile_images/1426894645091454980/xpJAUc8h_normal.jpg,https://pbs.twimg.com/profile_banners/1088022145169481728/1592719749,rrichhariya3,inc,JHA
59,Jawahar Lal Rajput,GARAUTHA,225,GEN,1,4,no,JHANSI,2.7,352776,FALSE,,,33662,114059,14.27,Graduate Professional,14,1,BJP,1605,National Party,0,1,FALSE,,,M,BUNDELKHAND,Liberal Profession or Professional,Lawyer,Politics,MLA,FALSE,66.89,235972,48.34,114059,TRUE,AEUP2026455,Jawaharlrajput,1272935878407512064,Jawahar Lal Rajput,MLA Garautha UP,TRUE,2020-06-16T17:03:30+00:00,364,32,377,371,1,304,"Garautha, Jhansi",FALSE,https://pbs.twimg.com/profile_images/1272939015352680448/Ia97Z2Co_normal.jpg,https://pbs.twimg.com/profile_banners/1272935878407512064/1592328787,Jawaharlrajput,bjp,JHA
61,Brijlal Khabri,MEHRONI,227,SC,2,4,yes,LALITPUR,2.63,451109,FALSE,MEHRONI,3482,1049,4344,0.31,Post Graduate,15,0,INC,3482,National Party,0,4,TRUE,TRUE,TRUE,M,BUNDELKHAND,Business,,Retired or Pension,,FALSE,74.66,336798,1.29,4344,TRUE,GEUP72496,KhabriForIndia,878101891506470912,Brijlal khabri,"National vice-chairperson, Congress, SC Dept. & secretary AICC incharge Bihar Ex- MP Lok sabha(1999-2004), Rajya sabha( 2008-2014). Ambedakrite.",TRUE,2017-06-23T04:06:20+00:00,1032,66,1453,408,0,334,"Orai, India",FALSE,https://pbs.twimg.com/profile_images/1341751265592705024/TKbgCOy4_normal.jpg,https://pbs.twimg.com/profile_banners/878101891506470912/1590409178,KhabriForIndia,inc,LAL
47,RAMKESH NISHAD,TINDWARI,232,GEN,1,4,no,BANDA,3.03,319266,FALSE,,,28425,86812,14.49,Graduate Professional,9,1,BJP,1605,National Party,0,1,FALSE,,,M,BUNDELKHAND,Liberal Profession or Professional,Lawyer,Agriculture,,FALSE,61.46,196221,44.24,86812,TRUE,AEUP2027154,RamkeshBJP,1252588955180007424,Ramkesh Nishad,"President, Bharatiya Janta Party, Banda, Uttar Pradesh",FALSE,2020-04-21T13:24:27+00:00,755,277,1001,12917,0,452,,FALSE,https://pbs.twimg.com/profile_images/1488707555291402245/N7h3D5Lv_normal.jpg,https://pbs.twimg.com/profile_banners/1252588955180007424/1625135594,RamkeshBJP,bjp,BAN
44,PRAKASH DWIVEDI,BANDA,235,GEN,2,4,no,BANDA,3.12,312579,TRUE,BANDA,1605,15214,81557,7.71,Graduate,8,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,BUNDELKHAND,Business,,Agriculture,,FALSE,63.12,197300,41.34,81557,TRUE,AEUP104724,prakashbjp_,776426388173656065,Prakash Dwivedi,"MLA - BANDA SADAR | BJP |
ex chairman - UPSS",TRUE,2016-09-15T14:24:11+00:00,19609,2117,19861,34489,10,3609,"Banda, India",FALSE,https://pbs.twimg.com/profile_images/1467010255565459456/kK1x2p3A_normal.jpg,https://pbs.twimg.com/profile_banners/776426388173656065/1629451804,prakashbjp_,bjp,BAN
71,CHANDRIKA PRASAD UPADHYAY,CHITRAKOOT,236,GEN,2,4,no,CHITRAKOOT,2.94,376798,TRUE,CHITRAKOOT,1605,45184,83895,18.64,Post Graduate,10,1,BJP,1605,National Party,0,2,TRUE,TRUE,TRUE,M,BUNDELKHAND,Former Government,Ex Govt Employee,Politics,Party Worker,FALSE,64.32,242357,34.62,83895,TRUE,AEUP104745,cpupadhyayBjP,1165299010355154946,Chandrika Prasad Upadhyay,"राज्यमंत्री,लोक निर्माण विभाग, उत्तर प्रदेश सरकार; (State Minister - PWD, Government of U.P.) विधायक, चित्रकूट उ. प्र. ।",TRUE,2019-08-24T16:25:36+00:00,9200,135,1213,1930,2,736,"Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1472789553530372098/8e3-1zF__normal.jpg,https://pbs.twimg.com/profile_banners/1165299010355154946/1569580889,cpupadhyayBjP,bjp,CHK
53,Jay Kumar  Singh  Jaiki,BINDKI,239,GEN,1,4,no,FATEHPUR,3.03,313283,FALSE,,,3797,78165,1.99,Graduate Professional,10,1,ADS,956,Local Party,0,1,FALSE,,,M,DOAB,Salaried Work or Employed,,Agriculture,,FALSE,60.91,190821,40.96,78165,TRUE,AEUP2027222,jksjaiki,768000357041512448,Jai Kumar Singh Jaiki,"Official Twitter Handle of राज्य मंत्री, कारागार एवं लोक सेवा प्रबंधन ,उत्तर प्रदेश सरकार",FALSE,2016-08-23T08:22:08+00:00,6702,466,2698,3250,6,1757,"Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1450118444351778822/_i7YPdyX_normal.jpg,https://pbs.twimg.com/profile_banners/768000357041512448/1599228083,jksjaiki,ad(s),FTH
40,Abhimanyu Singh,BINDKI,239,GEN,4,4,yes,FATEHPUR,3.03,313283,FALSE,BINDKI,3482,3567,5637,1.87,Graduate,10,1,INC,3482,National Party,0,4,TRUE,TRUE,TRUE,M,DOAB,Business,,Agriculture,,FALSE,60.91,190821,2.95,5637,TRUE,AEUP104789,abhimanyufateh,1156411560966971398,Abhimanyu Singh,"State Secretary UPCC , Member All India Congress Committee. 239 Bindki Vidhansabha Fatehpur UP",FALSE,2019-07-31T03:49:36+00:00,2524,938,7237,9365,0,852,"Lucknow, India",FALSE,https://pbs.twimg.com/profile_images/1313070392005677057/AvAPSZPy_normal.jpg,https://pbs.twimg.com/profile_banners/1156411560966971398/1612355849,abhimanyufateh,inc,FTH
59,VISHAMBHAR PRASAD NISHAD,AYAH SHAH,241,GEN,5,4,no,FATEHPUR,2.86,275776,FALSE,TINDWARI,7425,36180,58225,22.55,Post Graduate,11,4,SP,7425,State-based Party,0,2,FALSE,FALSE,TRUE,M,DOAB,Liberal Profession or Professional,Lawyer,Agriculture,,FALSE,58.17,160419,36.3,58225,TRUE,AEUP117058,vpnishadsp,3270941695,Vishambhar Prasad Nishad,"Member of Parliament (Rajyasabha) National Secretary
samajwadi party",FALSE,2015-07-07T11:12:39+00:00,1695,24,1599,1195,1,250,Banda India,FALSE,https://pbs.twimg.com/profile_images/1391253851169189888/lT3LCgaJ_normal.jpg,https://pbs.twimg.com/profile_banners/3270941695/1620537542,vpnishadsp,sp,FTH
35,NAGESH PRATAP SINGH URF CHHOTE SARKAR,RAMPUR KHAS,244,GEN,2,4,no,PRATAPGARH,2.38,322108,FALSE,RAMPUR KHAS,1605,64679,69593,38.56,,14,0,BJP,1605,National Party,0,2,TRUE,TRUE,TRUE,M,AVADH,,,,,FALSE,52.08,167754,41.49,69593,TRUE,AEUP200947,Chhotesarkarbjp,753968854880120833,Nagesh Pratap Singh Chhote Sarkar,"नागेश प्रताप सिंह  छोटे सरकार

भाजपा नेता व पूर्व प्रत्याशी भारतीय जनता पार्टी 244 रामपुर खास प्रतापगढ़ उत्तर प्रदेश।।

विधानसभा:  रामपुरखास 244",FALSE,2016-07-15T15:05:57+00:00,526,129,2177,2004,0,734,Lalganj Pratapgarh,FALSE,https://pbs.twimg.com/profile_images/1443909884617969677/140Oc1DF_normal.jpg,https://pbs.twimg.com/profile_banners/753968854880120833/1629126578,Chhotesarkarbjp,bjp,PGH
38,GULSHAN YADAV,KUNDA,246,GEN,1,4,no,PRATAPGARH,2.56,359313,FALSE,,,52842,69297,26.83,10th Pass,11,0,SP,7425,State-based Party,0,2,FALSE,,,M,AVADH,Business,,Agriculture,,FALSE,54.81,196940,35.19,69297,TRUE,AEUP2027306,gulshankunda,1710202428,Gulshan Yadav,politician and chairman of Kunda,FALSE,2013-08-29T14:55:43+00:00,13632,300,241,6333,1,213,kunda Pratapgarh,FALSE,https://pbs.twimg.com/profile_images/1425082822046355459/ee-n3vaA_normal.jpg,https://pbs.twimg.com/profile_banners/1710202428/1546611793,gulshankunda,sp,PGH
43,AJAY YADAV,RANIGANJ,250,GEN,1,4,yes,PRATAPGARH,3.12,337775,FALSE,,,9663,21411,5.12,12th Pass,14,0,BSP,16651,State-based Party,0,3,FALSE,,,M,AVADH,Business,Rent,Agriculture,,FALSE,55.87,188715,11.35,21411,TRUE,AEUP2027362,ajayyadav250,1476826937381113856,Ajay Yadav,Official Twitter Account of Ajay Yadav BSP Candidate Of 250 Raniganj Assembly Constituensy Pratapgarh U.P,FALSE,2021-12-31T08:14:12+00:00,345,9,323,34,1,302,"Pratapgarh, india",FALSE,https://pbs.twimg.com/profile_images/1476836218134413314/jF82lzNc_normal.jpg,https://pbs.twimg.com/profile_banners/1476826937381113856/1641805462,ajayyadav250,bsp,PGH
